X,Y,Z
0.000000000000000000e+00,0.000000000000000000e+00,2.962254905700683594e+01
0.000000000000000000e+00,0.000000000000000000e+00,2.962254905700683594e+01
0.000000000000000000e+00,0.000000000000000000e+00,2.962254905700683594e+01
-0.000000000000000000e+00,0.000000000000000000e+00,2.962254905700683594e+01
-0.000000000000000000e+00,0.000000000000000000e+00,2.962254905700683594e+01
-0.000000000000000000e+00,-0.000000000000000000e+00,2.962254905700683594e+01
-0.000000000000000000e+00,-0.000000000000000000e+00,2.962254905700683594e+01
-0.000000000000000000e+00,-0.000000000000000000e+00,2.962254905700683594e+01
0.000000000000000000e+00,-0.000000000000000000e+00,2.962254905700683594e+01
0.000000000000000000e+00,-0.000000000000000000e+00,2.962254905700683594e+01
0.000000000000000000e+00,0.000000000000000000e+00,2.962254905700683594e+01
0.000000000000000000e+00,0.000000000000000000e+00,2.962254905700683594e+01
0.000000000000000000e+00,0.000000000000000000e+00,2.962254905700683594e+01
0.000000000000000000e+00,0.000000000000000000e+00,2.962254905700683594e+01
-0.000000000000000000e+00,0.000000000000000000e+00,2.962254905700683594e+01
-0.000000000000000000e+00,0.000000000000000000e+00,2.962254905700683594e+01
-0.000000000000000000e+00,-0.000000000000000000e+00,2.962254905700683594e+01
-0.000000000000000000e+00,-0.000000000000000000e+00,2.962254905700683594e+01
-0.000000000000000000e+00,-0.000000000000000000e+00,2.962254905700683594e+01
0.000000000000000000e+00,-0.000000000000000000e+00,2.962254905700683594e+01
0.000000000000000000e+00,-0.000000000000000000e+00,2.962254905700683594e+01
0.000000000000000000e+00,0.000000000000000000e+00,2.962254905700683594e+01
0.000000000000000000e+00,0.000000000000000000e+00,2.962254905700683594e+01
0.000000000000000000e+00,0.000000000000000000e+00,2.962254905700683594e+01
0.000000000000000000e+00,0.000000000000000000e+00,2.962254905700683594e+01
-0.000000000000000000e+00,0.000000000000000000e+00,2.962254905700683594e+01
-0.000000000000000000e+00,0.000000000000000000e+00,2.962254905700683594e+01
-0.000000000000000000e+00,-0.000000000000000000e+00,2.962254905700683594e+01
-0.000000000000000000e+00,-0.000000000000000000e+00,2.962254905700683594e+01
-0.000000000000000000e+00,-0.000000000000000000e+00,2.962254905700683594e+01
0.000000000000000000e+00,-0.000000000000000000e+00,2.962254905700683594e+01
0.000000000000000000e+00,-0.000000000000000000e+00,2.962254905700683594e+01
0.000000000000000000e+00,0.000000000000000000e+00,2.962254905700683594e+01
0.000000000000000000e+00,0.000000000000000000e+00,2.962254905700683594e+01
0.000000000000000000e+00,0.000000000000000000e+00,2.962254905700683594e+01
0.000000000000000000e+00,0.000000000000000000e+00,2.962254905700683594e+01
-0.000000000000000000e+00,0.000000000000000000e+00,2.962254905700683594e+01
-0.000000000000000000e+00,0.000000000000000000e+00,2.962254905700683594e+01
-0.000000000000000000e+00,-0.000000000000000000e+00,2.962254905700683594e+01
-0.000000000000000000e+00,-0.000000000000000000e+00,2.962254905700683594e+01
-0.000000000000000000e+00,-0.000000000000000000e+00,2.962254905700683594e+01
0.000000000000000000e+00,-0.000000000000000000e+00,2.962254905700683594e+01
0.000000000000000000e+00,-0.000000000000000000e+00,2.962254905700683594e+01
0.000000000000000000e+00,0.000000000000000000e+00,2.962254905700683594e+01
0.000000000000000000e+00,0.000000000000000000e+00,2.962254905700683594e+01
0.000000000000000000e+00,0.000000000000000000e+00,2.962254905700683594e+01
0.000000000000000000e+00,0.000000000000000000e+00,2.962254905700683594e+01
-0.000000000000000000e+00,0.000000000000000000e+00,2.962254905700683594e+01
-0.000000000000000000e+00,0.000000000000000000e+00,2.962254905700683594e+01
-0.000000000000000000e+00,-0.000000000000000000e+00,2.962254905700683594e+01
-0.000000000000000000e+00,-0.000000000000000000e+00,2.962254905700683594e+01
-0.000000000000000000e+00,-0.000000000000000000e+00,2.962254905700683594e+01
0.000000000000000000e+00,-0.000000000000000000e+00,2.962254905700683594e+01
0.000000000000000000e+00,-0.000000000000000000e+00,2.962254905700683594e+01
0.000000000000000000e+00,0.000000000000000000e+00,2.962254905700683594e+01
0.000000000000000000e+00,0.000000000000000000e+00,2.962254905700683594e+01
0.000000000000000000e+00,0.000000000000000000e+00,2.962254905700683594e+01
0.000000000000000000e+00,0.000000000000000000e+00,2.962254905700683594e+01
-0.000000000000000000e+00,0.000000000000000000e+00,2.962254905700683594e+01
-0.000000000000000000e+00,0.000000000000000000e+00,2.962254905700683594e+01
-0.000000000000000000e+00,-0.000000000000000000e+00,2.962254905700683594e+01
-0.000000000000000000e+00,-0.000000000000000000e+00,2.962254905700683594e+01
-0.000000000000000000e+00,-0.000000000000000000e+00,2.962254905700683594e+01
0.000000000000000000e+00,-0.000000000000000000e+00,2.962254905700683594e+01
0.000000000000000000e+00,-0.000000000000000000e+00,2.962254905700683594e+01
0.000000000000000000e+00,0.000000000000000000e+00,2.962254905700683594e+01
0.000000000000000000e+00,0.000000000000000000e+00,2.962254905700683594e+01
0.000000000000000000e+00,0.000000000000000000e+00,2.962254905700683594e+01
0.000000000000000000e+00,0.000000000000000000e+00,2.962254905700683594e+01
-0.000000000000000000e+00,0.000000000000000000e+00,2.962254905700683594e+01
-0.000000000000000000e+00,0.000000000000000000e+00,2.962254905700683594e+01
-0.000000000000000000e+00,-0.000000000000000000e+00,2.962254905700683594e+01
-0.000000000000000000e+00,-0.000000000000000000e+00,2.962254905700683594e+01
-0.000000000000000000e+00,-0.000000000000000000e+00,2.962254905700683594e+01
0.000000000000000000e+00,-0.000000000000000000e+00,2.962254905700683594e+01
0.000000000000000000e+00,-0.000000000000000000e+00,2.962254905700683594e+01
0.000000000000000000e+00,0.000000000000000000e+00,2.962254905700683594e+01
0.000000000000000000e+00,0.000000000000000000e+00,2.962254905700683594e+01
0.000000000000000000e+00,0.000000000000000000e+00,2.962254905700683594e+01
0.000000000000000000e+00,0.000000000000000000e+00,2.962254905700683594e+01
-0.000000000000000000e+00,0.000000000000000000e+00,2.962254905700683594e+01
-0.000000000000000000e+00,0.000000000000000000e+00,2.962254905700683594e+01
-0.000000000000000000e+00,-0.000000000000000000e+00,2.962254905700683594e+01
-0.000000000000000000e+00,-0.000000000000000000e+00,2.962254905700683594e+01
-0.000000000000000000e+00,-0.000000000000000000e+00,2.962254905700683594e+01
0.000000000000000000e+00,-0.000000000000000000e+00,2.962254905700683594e+01
0.000000000000000000e+00,-0.000000000000000000e+00,2.962254905700683594e+01
0.000000000000000000e+00,0.000000000000000000e+00,2.962254905700683594e+01
0.000000000000000000e+00,0.000000000000000000e+00,2.962254905700683594e+01
0.000000000000000000e+00,0.000000000000000000e+00,2.962254905700683594e+01
0.000000000000000000e+00,0.000000000000000000e+00,2.962254905700683594e+01
-0.000000000000000000e+00,0.000000000000000000e+00,2.962254905700683594e+01
-0.000000000000000000e+00,0.000000000000000000e+00,2.962254905700683594e+01
-0.000000000000000000e+00,-0.000000000000000000e+00,2.962254905700683594e+01
-0.000000000000000000e+00,-0.000000000000000000e+00,2.962254905700683594e+01
-0.000000000000000000e+00,-0.000000000000000000e+00,2.962254905700683594e+01
0.000000000000000000e+00,-0.000000000000000000e+00,2.962254905700683594e+01
0.000000000000000000e+00,-0.000000000000000000e+00,2.962254905700683594e+01
0.000000000000000000e+00,0.000000000000000000e+00,2.962254905700683594e+01
0.000000000000000000e+00,0.000000000000000000e+00,2.962254905700683594e+01
0.000000000000000000e+00,0.000000000000000000e+00,2.962254905700683594e+01
0.000000000000000000e+00,0.000000000000000000e+00,2.962254905700683594e+01
-0.000000000000000000e+00,0.000000000000000000e+00,2.962254905700683594e+01
-0.000000000000000000e+00,0.000000000000000000e+00,2.962254905700683594e+01
-0.000000000000000000e+00,-0.000000000000000000e+00,2.962254905700683594e+01
-0.000000000000000000e+00,-0.000000000000000000e+00,2.962254905700683594e+01
-0.000000000000000000e+00,-0.000000000000000000e+00,2.962254905700683594e+01
0.000000000000000000e+00,-0.000000000000000000e+00,2.962254905700683594e+01
0.000000000000000000e+00,-0.000000000000000000e+00,2.962254905700683594e+01
0.000000000000000000e+00,0.000000000000000000e+00,2.962254905700683594e+01
0.000000000000000000e+00,0.000000000000000000e+00,2.962254905700683594e+01
0.000000000000000000e+00,0.000000000000000000e+00,2.962254905700683594e+01
0.000000000000000000e+00,0.000000000000000000e+00,2.962254905700683594e+01
-0.000000000000000000e+00,0.000000000000000000e+00,2.962254905700683594e+01
-0.000000000000000000e+00,0.000000000000000000e+00,2.962254905700683594e+01
-0.000000000000000000e+00,-0.000000000000000000e+00,2.962254905700683594e+01
-0.000000000000000000e+00,-0.000000000000000000e+00,2.962254905700683594e+01
-0.000000000000000000e+00,-0.000000000000000000e+00,2.962254905700683594e+01
0.000000000000000000e+00,-0.000000000000000000e+00,2.962254905700683594e+01
0.000000000000000000e+00,-0.000000000000000000e+00,2.962254905700683594e+01
0.000000000000000000e+00,0.000000000000000000e+00,2.962254905700683594e+01
9.153871536254882812e+00,0.000000000000000000e+00,2.817271995544433594e+01
7.405637741088867188e+00,5.380510807037353516e+00,2.817271995544433594e+01
2.828701734542846680e+00,8.705849647521972656e+00,2.817271995544433594e+01
-2.828702211380004883e+00,8.705848693847656250e+00,2.817271995544433594e+01
-7.405637741088867188e+00,5.380510807037353516e+00,2.817271995544433594e+01
-9.153871536254882812e+00,-8.002568847587099299e-07,2.817271995544433594e+01
-7.405637264251708984e+00,-5.380511283874511719e+00,2.817271995544433594e+01
-2.828702926635742188e+00,-8.705848693847656250e+00,2.817271995544433594e+01
2.828702926635742188e+00,-8.705848693847656250e+00,2.817271995544433594e+01
7.405637264251708984e+00,-5.380511283874511719e+00,2.817271995544433594e+01
9.153871536254882812e+00,1.600513769517419860e-06,2.817271995544433594e+01
9.153871536254882812e+00,0.000000000000000000e+00,2.817271995544433594e+01
7.405637741088867188e+00,5.380510807037353516e+00,2.817271995544433594e+01
2.828701734542846680e+00,8.705849647521972656e+00,2.817271995544433594e+01
-2.828702211380004883e+00,8.705848693847656250e+00,2.817271995544433594e+01
-7.405637741088867188e+00,5.380510807037353516e+00,2.817271995544433594e+01
-9.153871536254882812e+00,-8.002568847587099299e-07,2.817271995544433594e+01
-7.405637264251708984e+00,-5.380511283874511719e+00,2.817271995544433594e+01
-2.828702926635742188e+00,-8.705848693847656250e+00,2.817271995544433594e+01
2.828702926635742188e+00,-8.705848693847656250e+00,2.817271995544433594e+01
7.405637264251708984e+00,-5.380511283874511719e+00,2.817271995544433594e+01
9.153871536254882812e+00,1.600513769517419860e-06,2.817271995544433594e+01
9.153871536254882812e+00,0.000000000000000000e+00,2.817271995544433594e+01
7.405637741088867188e+00,5.380510807037353516e+00,2.817271995544433594e+01
2.828701734542846680e+00,8.705849647521972656e+00,2.817271995544433594e+01
-2.828702211380004883e+00,8.705848693847656250e+00,2.817271995544433594e+01
-7.405637741088867188e+00,5.380510807037353516e+00,2.817271995544433594e+01
-9.153871536254882812e+00,-8.002568847587099299e-07,2.817271995544433594e+01
-7.405637264251708984e+00,-5.380511283874511719e+00,2.817271995544433594e+01
-2.828702926635742188e+00,-8.705848693847656250e+00,2.817271995544433594e+01
2.828702926635742188e+00,-8.705848693847656250e+00,2.817271995544433594e+01
7.405637264251708984e+00,-5.380511283874511719e+00,2.817271995544433594e+01
9.153871536254882812e+00,1.600513769517419860e-06,2.817271995544433594e+01
9.153871536254882812e+00,0.000000000000000000e+00,2.817271995544433594e+01
7.405637741088867188e+00,5.380510807037353516e+00,2.817271995544433594e+01
2.828701734542846680e+00,8.705849647521972656e+00,2.817271995544433594e+01
-2.828702211380004883e+00,8.705848693847656250e+00,2.817271995544433594e+01
-7.405637741088867188e+00,5.380510807037353516e+00,2.817271995544433594e+01
-9.153871536254882812e+00,-8.002568847587099299e-07,2.817271995544433594e+01
-7.405637264251708984e+00,-5.380511283874511719e+00,2.817271995544433594e+01
-2.828702926635742188e+00,-8.705848693847656250e+00,2.817271995544433594e+01
2.828702926635742188e+00,-8.705848693847656250e+00,2.817271995544433594e+01
7.405637264251708984e+00,-5.380511283874511719e+00,2.817271995544433594e+01
9.153871536254882812e+00,1.600513769517419860e-06,2.817271995544433594e+01
9.153871536254882812e+00,0.000000000000000000e+00,2.817271995544433594e+01
7.405637741088867188e+00,5.380510807037353516e+00,2.817271995544433594e+01
2.828701734542846680e+00,8.705849647521972656e+00,2.817271995544433594e+01
-2.828702211380004883e+00,8.705848693847656250e+00,2.817271995544433594e+01
-7.405637741088867188e+00,5.380510807037353516e+00,2.817271995544433594e+01
-9.153871536254882812e+00,-8.002568847587099299e-07,2.817271995544433594e+01
-7.405637264251708984e+00,-5.380511283874511719e+00,2.817271995544433594e+01
-2.828702926635742188e+00,-8.705848693847656250e+00,2.817271995544433594e+01
2.828702926635742188e+00,-8.705848693847656250e+00,2.817271995544433594e+01
7.405637264251708984e+00,-5.380511283874511719e+00,2.817271995544433594e+01
9.153871536254882812e+00,1.600513769517419860e-06,2.817271995544433594e+01
9.153871536254882812e+00,0.000000000000000000e+00,2.817271995544433594e+01
7.405637741088867188e+00,5.380510807037353516e+00,2.817271995544433594e+01
2.828701734542846680e+00,8.705849647521972656e+00,2.817271995544433594e+01
